2023-Jan-01
2024-Jan-01
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
CAKE.US,302,678,178,0.315181,500,0.0369941,United States,The Cheesecake Factory,Yes,0.0670386,0.0415989,6.968,96.382,1498.78,1992-09-17,30.7087,36.85,5,0,9,1,2,https://www.thecheesecakefactory.com
NTR.TO,303,681,367,0.63561,314,0.0628945,Canada,Nutrien Ltd,Yes,0.196586,0.0759854,0.033,71.756,38012.8,,95.5407,nan,nan,nan,nan,nan,nan,https://www.nutrien.com
LYV.US,304,681,399,0.704637,282,0.0685358,United States,Live Nation Entertainment Inc,No,0.0627623,0.0718333,32.263,71.612,19427,2005-12-21,69.74,109.63,11,3,4,0,1,https://www.livenationentertainment.com
CFC.XETRA,305,681,677,1.68931,4,0.864137,Germany,UET United Electronic Technology AG,No,-0.385,0.0843232,55.101,22.966,25.7556,,0.795,nan,nan,nan,nan,nan,nan,https://www.uet-group.com
SAX.XETRA,306,683,371,0.640738,312,0.0632581,Germany,Ströer SE & Co. KGaA,No,0.0124305,0.0638494,43.35,54.145,2498.74,,41.6946,nan,nan,nan,nan,nan,nan,https://www.stroeer.de
HRPK.XETRA,307,684,304,0.501179,380,0.0511578,Germany,7C Solarparken AG,No,0.039043,0.0611794,23.086,16.066,268.842,,4.1359,nan,nan,nan,nan,nan,nan,https://www.solarparken.com
ALSN.US,308,687,484,0.942685,203,0.087064,United States,Allison Transmission Holdings Inc,Yes,0.181037,0.0691349,0.478,102.136,5218.09,2012-03-15,40.8612,56.5,3,1,4,3,0,https://www.allisontransmission.com
DTE.XETRA,309,689,194,0.338638,495,0.0374939,Germany,Deutsche Telekom AG,Yes,0.104609,0.0566049,18.342,46.679,106366,,18.0719,nan,nan,nan,nan,nan,nan,https://www.telekom.com
FNAC.PA,310,689,126,0.219141,563,0.0311302,France,Fnac Darty SA,No,0.0201317,0.0533426,36.53,41.405,660.768,,33.0726,nan,nan,nan,nan,nan,nan,https://www.fnacdarty.com
EMP-A.TO,311,692,348,0.582591,344,0.0569053,Canada,Empire Company Limited,Yes,0.117143,0.0585961,1.881,42.816,9347.19,,34.9907,nan,nan,nan,nan,nan,nan,https://www.empireco.ca
SHL.AU,312,692,427,0.77437,265,0.0721058,Australia,Sonic Healthcare Ltd,Yes,0.111829,0.0723496,5.214,39.139,13852.2,,29.0232,nan,nan,nan,nan,nan,nan,https://www.sonichealthcare.com
M12.XETRA,313,692,391,0.686557,301,0.064994,Germany,M1 Kliniken AG,No,0.0542304,0.0822002,0,3.42,157.143,,9.06,nan,nan,nan,nan,nan,nan,https://www.m1-kliniken.de
SPIE.PA,314,694,340,0.573736,354,0.054974,France,SPIE SA,No,0.0130342,0.0660106,13.617,56.702,4368.01,,23.7084,nan,nan,nan,nan,nan,nan,https://www.spie.com
BERY.US,315,704,257,0.433931,447,0.0423116,United States,Berry Global Group Inc,Yes,0.0597542,0.0558454,0.246,96.883,7260.79,2012-10-04,59.4436,75.07,8,4,3,0,0,https://www.berryglobal.com
STO.AU,316,705,395,0.6928,310,0.0634212,Australia,Santos Ltd,Yes,0.0837318,0.0752643,0.8,36.101,24390.8,,6.7922,nan,nan,nan,nan,nan,nan,https://www.santos.com
LUV.US,317,709,249,0.424927,460,0.040633,United States,Southwest Airlines Company,No,0.0287728,0.071546,0.359,78.028,16129.8,1980-01-02,32.7498,nan,3,3,13,0,2,https://www.southwest.com
ABI.V,318,709,0,1.06253e-11,709,0.0213714,Canada,Abcourt Mines Inc.,No,-3.05513,0.0845723,41.723,0,16.3687,,0.06,nan,nan,nan,nan,nan,nan,https://www.abcourt.com
HPQ.US,319,710,638,1.49251,72,0.150365,United States,HP Inc,Yes,0.538208,0.0741193,0.199,80.215,25368.9,1962-01-02,25.9218,30.84,2,1,12,2,1,https://www.hp.com
RAD.US,320,711,37,0.0206564,674,0.0239345,United States,Rite Aid Corporation,No,-0.190139,0.138383,2.661,49.335,36.7562,1984-12-17,3.34,nan,0,0,0,1,2,https://www.riteaid.com
ZUO.US,321,713,219,0.372678,494,0.0377354,United States,Zuora Inc,No,-0.582772,0.0701955,0.871,78.174,1264.07,2018-04-12,6.36,13,4,1,3,0,0,https://www.zuora.com
ELIS.PA,322,714,164,0.285342,550,0.0322881,France,Elis SA,No,0.0274315,0.0600609,2.422,64.353,3754.34,,13.489,nan,nan,nan,nan,nan,nan,https://fr.elis.com
CSH.XETRA,323,714,365,0.626265,349,0.0560968,Germany,CENIT Aktiengesellschaft,No,0.00748432,0.0721689,25.012,21.266,102.505,,11.729,nan,nan,nan,nan,nan,nan,https://www.cenit.com
ELG.XETRA,324,719,428,0.777962,291,0.0669845,Germany,Elmos Semiconductor SE,Yes,0.140372,0.0819029,63.507,14.118,1179.47,,53.0062,nan,nan,nan,nan,nan,nan,https://www.elmos.com
ALD.AU,325,720,414,0.731506,306,0.0642152,Australia,Ampol Ltd,No,0.0637701,0.0666929,0.093,58.981,7804.39,,27.1013,nan,nan,nan,nan,nan,nan,https://www.ampol.com.au
BCHN.SW,326,724,450,0.845912,274,0.0698172,Switzerland,Burckhardt Compression,Yes,0.0760923,0.0710087,10.339,52.277,1612.6,,538.26,nan,nan,nan,nan,nan,nan,https://www.burckhardtcompression.com
BMY.US,327,726,560,1.20622,166,0.0974566,United States,Bristol-Myers Squibb Company,No,0.0258784,0.0752207,0.074,78.206,120854,1972-01-01,69.4739,72.68,9,4,13,0,2,https://www.bms.com
VECO.US,328,727,552,1.16823,175,0.094569,United States,Veeco Instruments Inc,Yes,0.200576,0.0760646,2.518,110.258,1540.49,1994-11-29,18.58,nan,4,1,2,0,0,https://www.veeco.com
SCYR.MC,329,728,220,0.372693,508,0.0359423,Spain,Sacyr SA,Yes,0.0544678,0.0516503,39.642,12.394,1885.71,,2.5023,nan,nan,nan,nan,nan,nan,https://www.sacyr.com
SII.PA,330,732,390,0.680443,342,0.057109,France,Société pour l'Informatique Industrielle SII S.A,Yes,0.228203,0.0672989,53.001,24.989,876.461,,44.8592,nan,nan,nan,nan,nan,nan,https://www.sii-group.com
ILMN.US,331,734,70,0.100869,664,0.0244244,United States,Illumina Inc,No,-0.544645,0.0949943,0.27,93.532,22165.2,2000-07-28,202.2,213.56,6,4,9,1,1,https://www.illumina.com
CC.US,332,736,404,0.716106,332,0.0590918,United States,Chemours Co,Yes,0.0902704,0.0636726,0.772,74.62,3950.35,2015-07-01,29.6061,39.55,2,1,8,1,0,https://www.chemours.com
ROG.SW,333,737,588,1.32242,149,0.106172,Switzerland,Roche Holding AG,Yes,0.123221,0.0807844,0,40.458,191890,,280.1,nan,nan,nan,nan,nan,nan,https://www.roche.com
SGP.AU,334,738,353,0.607217,385,0.0505589,Australia,Stockland Corporation Ltd,Yes,0.142765,0.0616657,0.586,53.566,8737.05,1982-09-30,3.441,nan,nan,nan,nan,nan,nan,https://www.stockland.com.au
NOVN.SW,335,739,513,1.0288,226,0.0810864,Switzerland,Novartis AG,No,-0.00692333,0.0791327,3.947,36.078,175145,,80.1868,nan,nan,nan,nan,nan,nan,https://www.novartis.com
SIE.XETRA,336,740,494,0.968235,246,0.076307,Germany,Siemens Aktiengesellschaft,No,0.0126732,0.0639979,9.358,40.725,101111,,125.953,nan,nan,nan,nan,nan,nan,https://www.siemens.com
ADP.US,337,742,97,0.171167,645,0.0256668,United States,Automatic Data Processing Inc,Yes,0.207633,0.0793241,0.11,83.041,98613.7,1983-04-06,233.552,nan,2,1,11,3,2,https://www.adp.com
ANF.US,338,742,62,0.0873273,680,0.0233813,United States,Abercrombie & Fitch Company,Yes,0.239068,0.0524425,3.395,102.588,2770.14,1996-09-25,22.91,46.5,3,0,6,0,0,https://www.abercrombie.com
MPCC.OL,339,745,485,0.94331,260,0.0735456,Norway,MPC Container Ships ASA,No,-0.00618132,0.0853602,22.596,23.889,7039.3,,10.3395,nan,nan,nan,nan,nan,nan,https://www.mpc-container.com
ORON.SW,340,745,470,0.892196,275,0.069668,Switzerland,Orior AG,Yes,0.172044,0.0857713,1.971,52.26,492.998,,71.6952,nan,nan,nan,nan,nan,nan,https://www.orior.ch
MAP.MC,341,746,232,0.390155,514,0.0354786,Spain,Mapfre,No,0.0182391,0.0608057,69.8,6.32,6043.54,,1.7039,nan,nan,nan,nan,nan,nan,https://www.mapfre.com
BHP.US,342,749,539,1.12379,210,0.0846749,Australia,BHP Group Limited,Yes,0.22199,0.0781581,0.005,3.635,141575,1987-05-28,58.6356,65.69,5,0,1,0,0,https://www.bhp.com
PFE.US,343,749,576,1.27336,173,0.0952338,United States,Pfizer Inc,Yes,0.174398,0.0802143,0.04,70.767,176493,2012-08-13,49.016,38.67,9,2,14,0,0,https://www.pfizer.com
ALATA.PA,344,749,13,0.000128332,736,0.0196372,France,Atari S.A.,No,-2.53191,0.08159,27.377,0.656,46.416,,0.1866,nan,nan,nan,nan,nan,nan,https://www.atari.com
EVR.US,345,751,472,0.905955,279,0.0692311,United States,Evercore Partners Inc,Yes,0.211758,0.0791659,8.4,87.567,5043.56,2006-08-11,106.515,133.83,3,4,1,0,0,https://www.evercore.com
BONHR.OL,346,755,256,0.431946,499,0.037188,Norway,Bonheur,No,0.0460715,0.0669504,55.502,29.148,8676.51,,281.965,nan,nan,nan,nan,nan,nan,https://www.bonheur.no
URI.US,347,755,183,0.318538,572,0.03047,United States,United Rentals Inc,Yes,0.115666,0.0692389,0.56,94.303,29864.8,1997-12-18,350.464,433.82,10,4,5,2,1,https://www.unitedrentals.com
MATAS.CO,348,755,352,0.600685,403,0.0477345,Denmark,Matas A/S,No,0.0481931,0.0602752,10.864,23.03,3625.07,,68.1782,nan,nan,nan,nan,nan,nan,https://www.matas.dk
ON.US,349,755,459,0.866998,296,0.0660226,United States,ON Semiconductor Corporation,Yes,0.205703,0.0805826,0.281,104.244,39238.9,2000-04-28,62.37,121.21,16,4,10,0,0,https://www.onsemi.com
CIB.US,350,756,9,5.70863e-05,747,0.0188585,Colombia,Bancolombia SA ADR,Yes,0.059799,0.0500849,0,27.479,6812.84,1995-07-26,25.2052,35.13,2,3,5,1,0,https://www.grupobancolombia.com
AAL.US,351,756,16,0.000235843,740,0.0191221,United States,American Airlines Group,No,-0.128695,0.160978,1.303,58.465,8336.9,2005-09-27,12.72,17.82,2,2,14,3,0,https://www.aa.com
TPC.US,352,757,82,0.130835,675,0.0239096,United States,Tutor Perini Corporation,No,-0.0823706,0.149606,19.357,67.972,393.457,1973-05-03,7.55,nan,1,0,1,0,0,https://www.tutorperini.com
LYC.AU,353,757,394,0.691472,363,0.0539017,Australia,Lynas Rare Earths Ltd,Yes,0.298713,0.0801052,0.846,39.862,6349.95,,7.85,nan,nan,nan,nan,nan,nan,https://www.lynasrareearths.com
BAYN.XETRA,354,761,567,1.23452,194,0.0892955,Germany,Bayer AG NA,Yes,0.0859054,0.06267,0,50.208,41320.8,,46.2974,nan,nan,nan,nan,nan,nan,https://www.bayer.com
ABG.US,355,764,360,0.61832,404,0.0476683,United States,Asbury Automotive Group Inc,Yes,0.163179,0.0608054,0.447,109.95,4733.74,2002-03-21,179.25,260,4,1,2,0,1,https://www.asburyauto.com
SRAIL.SW,356,768,351,0.600028,417,0.0458128,Switzerland,Stadler Rail AG,No,-0.0109935,0.0752041,45.182,14.833,3163.9,,32.0136,nan,nan,nan,nan,nan,nan,https://www.stadlerrail.com
CMC.US,357,771,142,0.246204,629,0.0266664,United States,Commercial Metals Company,Yes,0.261286,0.0666649,1.082,86.542,5567.19,1987-01-01,47.6638,61.83,3,1,5,0,0,https://www.cmc.com
GILD.US,358,772,582,1.28361,190,0.0901803,United States,Gilead Sciences Inc,No,0.0194041,0.0758706,0.1,86.845,93126.8,1992-01-22,82.6572,91.38,9,5,14,0,0,https://www.gilead.com
SAN.PA,359,773,490,0.953442,283,0.0683755,France,Sanofi SA,No,0.0477608,0.077356,11.359,46.57,109338,,86.6078,nan,nan,nan,nan,nan,nan,https://www.sanofi.com
NSP.US,360,774,457,0.860618,317,0.0619346,United States,Insperity Inc,Yes,0.228009,0.0812657,5.619,92.838,3695.96,1997-01-28,111.379,112.33,1,1,2,0,0,https://www.insperity.com
BAS.XETRA,361,778,408,0.725375,370,0.0532313,Germany,BASF SE,No,0.0472299,0.0690948,0,26.229,39154.9,,43.1037,nan,nan,nan,nan,nan,nan,https://www.basf.com
CSCO.US,362,783,578,1.27477,205,0.086159,United States,Cisco Systems Inc,Yes,0.11596,0.0764097,0.08,77.446,216732,1990-02-16,46.2231,nan,8,3,16,1,0,https://www.cisco.com
CLS.TO,363,788,401,0.705909,387,0.0503206,Canada,Celestica Inc.,No,0.0636957,0.0717826,1.27,77.603,4304.2,,15.26,nan,nan,nan,nan,nan,nan,https://www.celestica.com
IXX.XETRA,364,789,508,1.00248,281,0.0687517,Germany,init innovation in traffic systems SE,Yes,0.0811871,0.0750635,42.261,16.118,269.685,,25.3622,nan,nan,nan,nan,nan,nan,https://www.initse.com
LEN.US,365,794,290,0.478268,504,0.0366479,United States,Lennar Corporation,Yes,0.149584,0.0814425,2.372,91.168,30765,1987-11-05,89.2876,138.11,8,5,8,1,1,https://www.lennar.com
RYA.IR,366,797,396,0.696229,401,0.0477847,Ireland,Ryanair Holdings plc,No,-0.0260046,0.0950504,3.997,33.65,18313.4,,12.21,nan,nan,nan,nan,nan,nan,https://www.ryanair.com
QRVO.US,367,798,537,1.11494,261,0.0735218,United States,Qorvo Inc,Yes,0.156561,0.0648098,0.52,90.257,8648.43,1997-06-03,90.64,113.37,4,5,19,2,1,https://www.qorvo.com
IBM.US,368,802,538,1.11552,264,0.0722463,United States,International Business Machines,No,-0.0632439,0.0783686,0.091,57.935,128270,1962-01-02,134.224,146,4,1,11,1,1,https://www.ibm.com
FL.US,369,803,282,0.465274,521,0.0349195,United States,Foot Locker Inc,Yes,0.214131,0.0455426,1.727,110.757,1725,1970-01-02,35.7716,32.83,5,0,14,0,2,https://www.footlocker-inc.com
CAV1V.HE,370,805,583,1.29232,222,0.0819836,Finland,Caverion Ord,No,0.0651558,0.0743825,61.115,20.022,1173.11,,6.7716,nan,nan,nan,nan,nan,nan,https://www.caverion.com
MO.US,371,805,585,1.30706,220,0.0822252,United States,Altria Group,No,-0.039478,0.0722849,0.094,59.538,74657.8,1970-01-02,41.8887,nan,4,3,10,1,1,https://www.altria.com
DAL.US,372,808,328,0.548219,480,0.0386841,United States,Delta Air Lines Inc,No,0.0485863,0.0741404,0.335,69.869,23806.5,2007-05-03,32.6996,56.8,14,5,1,0,0,https://www.delta.com
AVGO.US,373,809,590,1.33108,219,0.0824971,United States,Broadcom Inc,No,0.0722355,0.080641,2.267,83.579,348868,2009-08-06,546.688,nan,20,4,6,1,0,https://www.broadcom.com
HOLI.US,374,809,255,0.431174,554,0.0319689,China,Hollysys Automation Technologies Ltd,Yes,0.0891335,0.0801481,11.199,72.76,1294.41,2008-10-22,16.43,20,0,0,1,0,0,https://www.hollysys.com
ALK.US,375,811,342,0.574402,469,0.0396209,United States,Alaska Air Group Inc,No,0.0101772,0.0666229,0.306,82.249,4685.66,2001-01-02,42.94,64.42,9,4,1,0,0,https://www.alaskaair.com
MATW.US,376,812,222,0.37452,590,0.0289081,United States,Matthews International Corporation,No,-0.0994357,0.0589978,3.471,83.675,1194.64,1994-07-20,29.7106,49,1,1,0,0,0,https://www.matw.com
DUE.XETRA,377,814,376,0.649869,438,0.0430193,Germany,Dürr Aktiengesellschaft,Yes,0.0818697,0.0702288,30.216,44.852,1400.65,,30.7586,nan,nan,nan,nan,nan,nan,https://www.durr-group.com
DXC.US,378,814,349,0.59485,465,0.0398936,United States,DXC Technology Co,Yes,0.0810037,0.0503688,0.986,97.905,4273.77,2017-02-01,26.5,25.31,0,0,12,1,0,https://www.dxc.technology
SWKS.US,379,815,517,1.03774,298,0.0659102,United States,Skyworks Solutions Inc,Yes,0.117784,0.0761786,0.313,83.37,15671.5,1968-03-13,88.837,120.51,12,3,14,1,0,https://www.skyworksinc.com
CARS.US,380,817,469,0.890722,348,0.0564207,United States,Cars.com Inc,No,0.0204182,0.0777568,8.799,89.876,1108.02,2017-05-18,13.77,23.36,4,2,0,0,1,https://www.cars.com
LPE.PA,381,818,334,0.556141,484,0.0384285,France,Laurent-Perrier,Yes,0.0533367,0.0518178,65.434,18.588,704.3,,131.881,nan,nan,nan,nan,nan,nan,https://www.finance-groupelp.com
DY.US,382,819,370,0.640599,449,0.0419167,United States,Dycom Industries Inc,No,0.0307082,0.0573739,3.72,102.283,2610.67,1990-09-24,93.6,125.88,5,1,1,0,0,https://www.dycomind.com
STM.XETRA,383,821,446,0.836986,375,0.05233,Luxembourg,Stabilus S.A.,Yes,0.146871,0.0734741,0,69.19,1509.17,,61.1638,nan,nan,nan,nan,nan,nan,https://www.stabilus.com
JBL.US,384,823,189,0.332421,634,0.0263691,United States,Jabil Circuit Inc,Yes,0.188619,0.064212,2.916,95.625,17008,1993-04-29,67.9727,120.14,4,2,2,0,0,https://www.jabil.com
FRE.XETRA,385,825,231,0.388159,594,0.0285175,Germany,Fresenius SE & Co. KGaA,No,0.0311413,0.052602,26.959,36.525,14255.5,,25.3763,nan,nan,nan,nan,nan,nan,https://www.fresenius.com
RXL.PA,386,829,270,0.457606,559,0.0315452,France,Rexel S.A,Yes,0.157851,0.0642961,1.542,67.7,5916.73,,17.3516,nan,nan,nan,nan,nan,nan,https://www.rexel.com
RIO.US,387,829,389,0.680412,440,0.0426215,United Kingdom,Rio Tinto ADR,No,0.0223629,0.0807253,0.001,11.04,101240,1990-06-28,67.0457,80.1,4,0,1,0,0,https://www.riotinto.com
IBP.US,388,830,495,0.969724,335,0.058733,United States,Installed Building Products Inc,Yes,0.216141,0.0713417,17.316,85.764,3492.8,2014-02-13,84.1958,159.2,3,0,10,0,0,https://www.installedbuildingproducts.com
AIR.PA,389,830,526,1.07374,304,0.0643032,Netherlands,Airbus Group SE,Yes,0.114508,0.080073,25.792,35.851,104458,2000-07-10,109.462,nan,nan,nan,nan,nan,nan,https://www.airbus.com
GIII.US,390,831,301,0.495964,530,0.0343327,United States,G-III Apparel Group Ltd,Yes,0.0978948,0.0609045,12.747,93.582,1138.91,1989-12-14,13.71,23.67,1,0,5,0,0,https://www.giii.com
A1OS.XETRA,391,831,357,0.61452,474,0.0392846,Germany,All For One Steeb AG,No,0.0215192,0.0651679,6.85,67.424,182.839,,44.1007,nan,nan,nan,nan,nan,nan,https://www.all-for-one.com
EKI.PA,392,834,632,1.47061,202,0.087188,France,Ekinops SA,Yes,0.0969555,0.0799916,18.072,37.682,133.929,,8.4,nan,nan,nan,nan,nan,nan,https://www.ekinops.com
GDDY.US,393,835,685,1.74561,150,0.105298,United States,Godaddy Inc,Yes,0.101376,0.0745444,0.282,95.84,10942.8,2015-04-01,74.82,92.35,7,2,6,0,0,https://www.godaddy.com
ITX.MC,394,838,504,0.995653,334,0.0589082,Spain,Industria de Diseno Textil SA,Yes,0.127558,0.0640253,64.351,15.822,104879,,23.9347,nan,nan,nan,nan,nan,nan,https://www.inditex.com
DVA.US,395,840,422,0.763225,418,0.0457223,United States,DaVita HealthCare Partners Inc,No,0.0546199,0.0567202,3.234,90.032,8179.57,1995-10-31,74.67,114,1,0,7,2,0,https://www.davita.com
NTG.XETRA,396,840,344,0.576702,496,0.0374624,Germany,Nabaltec AG,Yes,0.11303,0.0703079,55.32,28.928,130.68,,25.8267,nan,nan,nan,nan,nan,nan,https://www.nabaltec.de
T3T1.XETRA,397,842,153,0.259612,689,0.0225655,Germany,Seven Principles AG,Yes,0.495997,0.0860246,0,0,23.5666,,9.7,nan,nan,nan,nan,nan,nan,https://www.7p-group.com
WY.US,398,842,431,0.786464,411,0.0467701,United States,Weyerhaeuser Company,No,0.0177463,0.0760285,0.232,85.747,21790.9,1973-05-03,29.4556,38.33,5,2,4,0,0,https://www.weyerhaeuser.com
IMPN.SW,399,842,240,0.402458,602,0.0281859,Switzerland,Implenia AG,Yes,0.100152,0.0649236,33.671,26.963,534.873,,37.6225,nan,nan,nan,nan,nan,nan,https://www.implenia.com
EKT.XETRA,400,844,438,0.811546,406,0.0475388,Germany,Energiekontor AG,Yes,0.182149,0.0724236,50.951,21.197,1043.59,,76.0013,nan,nan,nan,nan,nan,nan,https://www.energiekontor.de
SAF.PA,401,844,458,0.861615,386,0.0503859,France,Safran SA,No,-0.171172,0.0968901,19.545,41.622,62668.8,,115.786,nan,nan,nan,nan,nan,nan,https://www.safran-group.com
LII.US,402,846,148,0.254523,698,0.0220668,United States,Lennox International Inc,Yes,0.581083,0.0768995,10.199,70.802,13099.1,1999-07-29,236.098,370.21,5,0,11,2,1,https://www.lennoxinternational.com
GOOGL.US,403,846,574,1.26686,272,0.0702992,United States,Alphabet Inc Class A,Yes,0.222943,0.0848484,0.277,78.931,1.65605e+06,2004-08-19,88.23,148.07,31,11,9,0,0,https://www.abc.xyz
SEAS.US,404,849,607,1.38963,242,0.0770357,United States,SeaWorld Entertainment Inc,Yes,0.175268,0.0680326,1.57,111.993,2841.61,2013-04-19,53.51,nan,6,2,3,0,0,https://www.seaworldentertainment.com
T.US,405,850,166,0.287661,684,0.0228154,United States,AT&T Inc,No,-0.0740651,0.0597644,0.089,56.716,103303,1984-07-19,17.2532,18.49,11,2,14,0,2,https://www.att.com
OKE.US,406,851,175,0.307418,676,0.0238971,United States,ONEOK Inc,No,0.00263886,0.0705826,0.455,70.382,36987,1985-07-01,62.0268,71.73,6,4,9,0,1,https://www.oneok.com
BKNG.US,407,853,546,1.13757,307,0.0639704,United States,Booking Holdings Inc,Yes,0.207083,0.0786599,0.151,97.136,115044,1999-03-30,2015.28,nan,15,5,12,1,1,https://www.bookingholdings.com
VIAV.US,408,855,617,1.4122,238,0.0790579,United States,Viavi Solutions Inc,No,0.0120323,0.0779938,1.121,97.378,1823.54,1993-11-17,10.51,12.1,4,0,5,0,0,https://www.viavisolutions.com
GOOG.US,409,856,579,1.27929,277,0.0696239,United States,Alphabet Inc Class C,Yes,0.222943,0.0849731,0.016,62.21,1.74142e+06,2004-08-19,88.73,nan,33,10,9,0,0,https://www.abc.xyz
BRKN.SW,410,856,500,0.99014,356,0.0546115,Switzerland,Burkhalter Holding AG,Yes,0.101714,0.0827597,34.172,30.009,908.447,,74.8757,nan,nan,nan,nan,nan,nan,https://www.burkhalter.ch
MYR.AU,411,857,776,2.29896,81,0.146144,Australia,Myer Holdings Ltd,No,0.112784,0.146717,33.148,17.462,420.072,,0.6417,nan,nan,nan,nan,nan,nan,https://www.myer.com.au
S9I.XETRA,412,864,416,0.738752,448,0.0421202,Germany,Stemmer Imaging AG,Yes,0.153052,0.0836388,77,10.862,178.75,,28.9524,nan,nan,nan,nan,nan,nan,https://www.stemmer-imaging.com
PVH.US,413,864,388,0.678281,476,0.0390065,United States,PVH Corp,Yes,0.124803,0.0517475,0.555,100.995,4545.16,1987-07-10,70.4601,99.25,5,3,9,0,0,https://www.pvh.com
NOA.TO,414,865,251,0.427456,614,0.027097,Canada,North American Construction Group Ltd,Yes,0.08975,0.0657036,9.361,80.164,788.007,,17.8107,nan,nan,nan,nan,nan,nan,https://nacg.ca
FORM.US,415,865,557,1.19201,308,0.0635972,United States,FormFactor Inc,No,0.0616745,0.084673,1.073,98.905,2617.02,2003-06-12,22.23,35.5,3,2,5,0,0,https://www.formfactor.com
RO.SW,416,867,667,1.64162,200,0.0875853,Switzerland,Roche Holding AG,Yes,0.123221,0.08173,72.785,8.643,198444,,346.3,nan,nan,nan,nan,nan,nan,https://www.roche.com
MND.AU,417,867,447,0.838524,420,0.045483,,Monadelphous Group Ltd,No,0.0309695,0.0754788,6.728,20.436,1380.05,,12.8681,nan,nan,nan,nan,nan,nan,https://www.monadelphous.com.au
CE.US,418,870,385,0.669429,485,0.0382073,United States,Celanese Corporation,Yes,0.0844292,0.0587611,0.364,97.64,13098.2,2005-01-21,99.7973,129.91,5,3,13,2,0,https://www.celanese.com
VGR.US,419,870,637,1.49208,233,0.0799752,United States,Vector Group Ltd,No,0.0522662,0.0645969,16.172,63.99,1635.74,1987-10-08,11.0679,15.5,1,1,0,0,0,https://www.vectorgroupltd.com
PSTG.US,420,871,715,1.88749,156,0.102778,United States,Pure Storage Inc,No,-0.092958,0.0777196,5.98,84.667,11111.9,2015-10-07,26.76,40.53,12,4,3,0,0,https://www.purestorage.com
GFI.US,421,874,460,0.867557,414,0.0465008,South Africa,Gold Fields Ltd ADR,Yes,0.235144,0.0785153,0.001,27.442,10007.7,2007-08-24,9.9825,16.34,0,1,3,1,0,https://www.goldfields.com
IP.US,422,875,386,0.670673,489,0.0380489,United States,International Paper,No,0.0624202,0.0704871,0.41,87.582,11954.3,1970-01-02,32.8042,32.67,1,2,6,1,1,https://www.internationalpaper.com
ALV.US,423,878,489,0.95281,389,0.0500566,Sweden,Autoliv Inc,No,0.0548132,0.0738098,0.238,68.359,8062.25,1997-04-28,74.4567,109.42,7,2,12,0,1,https://www.autoliv.com
LITE.US,424,881,536,1.11042,345,0.0567447,United States,Lumentum Holdings Inc,No,0.0595313,0.0753795,0.451,100.854,3060.55,2015-08-04,52.17,52.96,5,3,6,2,0,https://www.lumentum.com
MDB.US,425,882,3,9.09777e-08,879,0.00964029,United States,MongoDB,No,-0.184157,0.0716618,3.579,92.244,25228.9,2017-10-19,196.84,396.24,13,9,6,0,1,https://www.mongodb.com
BC.US,426,887,437,0.81043,450,0.0418604,United States,Brunswick Corporation,Yes,0.128342,0.0692995,1.455,96.402,5182.39,1981-12-31,70.6738,100.07,7,6,4,0,0,https://www.brunswick.com
SAIC.US,427,889,510,1.01984,379,0.051287,United States,Science Applications International Corp,Yes,0.0915016,0.0513847,0.676,80.255,5659.85,2013-09-16,109.455,117.6,2,1,6,1,0,https://www.saic.com
